split,statement_id,original_label,label,label_name,statement,subject,speaker,speaker_job,state_info,party_affiliation,context,text_length_chars,text_length_words
valid,9510.json,mostly-true,1,credible,candidates governor routinely disclose spouses tax returns,"campaign-finance,elections",rick-scott,Governor,Florida,republican,a campaign commercial,58,7
valid,9642.json,barely-true,0,not_credible,obamas policy younger immigrants created children coming across border,immigration,lou-dobbs,,,none,"a broadcast of ""Lou Dobbs Tonight""",70,9
valid,13366.json,mostly-true,1,credible,says marco rubio percent voting record koch brothers,voting-record,patrick-murphy,,Florida,democrat,a U.S. Senate debate ,52,8
valid,3905.json,barely-true,0,not_credible,roughly georgians die needlessly year far trauma center,polls,kevin-bloye,,,none,AJC story,55,8
valid,900.json,mostly-true,1,credible,obamas economic plan creates new government jobs thats size post office work force,"federal-budget,stimulus",mitch-mcconnell,Senate minority leader,Kentucky,republican,in a news interview,82,13
valid,3081.json,false,0,not_credible,despite administration telling us health care reform going reduce health care costs acknowledge going dramatically increase health care costs,health-care,lamar-smith,Congressman,Texas,republican,a radio interview,141,19
valid,5349.json,false,0,not_credible,maryland creating jobs times rate virginia,"economy,job-accomplishments,jobs",martin-omalley,Maryland governor,Maryland,democrat,a TV interview.,42,6
valid,11115.json,true,1,credible,hillary clintons state department actually admonished one ambassadors wasnt using proper server,"technology,transparency",rand-paul,Candidate for U.S. Senate and physician,Kentucky,republican,"an interview on ""Fox News Sunday""",95,12
valid,12197.json,barely-true,0,not_credible,says hillary clinton saying lately thinks qualifiedto president,"candidates-biography,elections,campaign-advertising",bernie-s,U.S. Senator,Vermont,independent,a speech at Temple University,63,8
valid,6865.json,barely-true,0,not_credible,eric cantor took million sheldon adelson las vegas casino owner,campaign-finance,wayne-powell,lawyer,Virginia,democrat,a debate.,63,10
valid,2209.json,barely-true,0,not_credible,bill mccollum voted higher taxes fees times congress,"message-machine,taxes,voting-record",rick-scott,Governor,Florida,republican,a TV ad.,52,8
valid,10004.json,mostly-true,1,credible,says sen kay hagan missed half senate armed services committees hearings,"congress,corrections-and-updates,message-machine-2014,voting-record",thom-tillis,House Speaker and U.S. Senate candidate,North Carolina,republican,a campaign ad,72,11
valid,7067.json,pants-fire,0,not_credible,sheldon whitehouse got secret closeddoor briefing warning economic crash,"bankruptcy,bush-administration,candidates-biography,congress,congressional-rules,corporations,economy,ethics,financial-regulation,government-regulation,history,legal-issues,message-machine-2012,campaign-advertising",peoples-majority,,,organization,a TV commercial,72,9
valid,7523.json,mostly-true,1,credible,says federal government supporting study hawaii develop menu colonize mars,"federal-budget,science,space",rand-paul,Candidate for U.S. Senate and physician,Kentucky,republican,a speech at the CPAC conference,74,10
valid,5169.json,mostly-true,1,credible,way governor make payment pension fund,"retirement,state-budget",richard-codey,State Senator,New Jersey,democrat,a radio interview,38,6
valid,9215.json,false,0,not_credible,obamacare enrollment lie obama counts enrollee web user putting plan online shopping carts,health-care,donald-trump,President-Elect,New York,republican,a tweet,90,13
valid,9220.json,false,0,not_credible,liberals figured facebook algorithm people getting banned facebook somehow conservatives,pundits,todd-starnes,,,republican,"an interview on ""Hannity""",88,10
valid,10029.json,true,1,credible,states overall revenues returned year levels,"economy,state-budget,state-finances",nathan-deal,,,republican,candidate forum,44,6
valid,12637.json,barely-true,0,not_credible,president barack obama attended islamic madrassa,"education,islam",pat-robertson,Religious broadcaster,Virginia,republican,a TV broadcast,48,6
valid,5906.json,barely-true,0,not_credible,expiration bushera tax cuts would biggest tax increase history country trillion years,taxes,charles-bass,U.S. Representative ,New Hampshire,republican,an interview with the editorial board of the 'Telegraph.',85,12
valid,11883.json,barely-true,0,not_credible,spending tremendous amounts money educate kids world per pupil factor four,education,donald-trump,President-Elect,New York,republican,comments at the University of Iowa,74,11
valid,1325.json,true,1,credible,obama admitted cap trade plan would cause electricity bills skyrocket,"cap-and-trade,climate-change,energy,environment",sarah-palin,,Alaska,republican,"her book ""Going Rogue""",69,10
valid,9686.json,pants-fire,0,not_credible,says john cornyn dodged draft vietnam war,"candidates-biography,history,military,public-service",david-alameel,Investor,Texas,democrat,his speech at the Texas Democratic Party convention,41,7
valid,4336.json,true,1,credible,social security first started workers every retiree today three workers every retiree soon two every retiree,social-security,marco-rubio,U.S. Senator,Florida,republican,a speech at the Ronald Reagan Presidential Library,108,16
valid,1065.json,mostly-true,1,credible,medicare medicaid single biggest drivers federal deficit federal debt huge margin,"federal-budget,health-care",barack-obama,President,Illinois,democrat,a town hall meeting,81,11
valid,12390.json,mostly-true,1,credible,every republican nominee since richard nixon one time audit released tax returns,"history,taxes",chris-wallace,Fox News Sunday host,,none,"an episode of ""Fox News Sunday""",80,12
valid,7935.json,pants-fire,0,not_credible,says abortion increases risk breast cancer,abortion,ron-hood,Ohio Representative,Ohio,republican,House Bill 200,42,6
valid,7939.json,pants-fire,0,not_credible,says rape kit used clean women basically like dilation curettage,"abortion,health-care,public-health",jodie-laubenberg,Texas House member,Texas,republican,Texas House debate on Senate Bill 5.,64,10
valid,8077.json,mostly-true,1,credible,rick scott invested million port jacksonvilles vital mile point project covered missing federal funds project,"economy,federal-budget,state-budget",republican-party-florida,,,republican,a newspaper ad,109,15
valid,2778.json,false,0,not_credible,debt nearly trillion president obama sworn office,"deficit,federal-budget",george-allen,consultant,Virginia,republican,a newspaper Op/Ed,49,7
valid,7880.json,mostly-true,1,credible,georgia collect fewer state taxes per capita state although state taxes low georgia eighthmostdependent state federal government,taxes,jason-carter,State Senator,Georgia,democrat,a meeting,128,17
valid,8785.json,pants-fire,0,not_credible,action milwaukee county board provide county executive level security governor mayor milwaukee saving taxpayers,"county-budget,county-government,crime,criminal-justice,homeland-security",david-cullen,Milwaukee County Supervisor,Wisconsin,democrat,a constituent newsletter,111,14
valid,12305.json,mostly-true,1,credible,says lebron james stops paying social security taxes beginning second quarter first game season,"social-security,taxes",alan-grayson,U.S. House of Representatives,Florida,democrat,an Orlando debate,95,14
valid,1074.json,barely-true,0,not_credible,wisconsin stimulus paid bridge bar called rustys backwater saloon theyve got great burgers new jobs,"economy,stimulus",john-boehner,Speaker of the House of Representatives,Ohio,republican,a Web ad,99,15
valid,2904.json,mostly-true,1,credible,says billion state revenue supposed dedicated basic needs functions diverted make books look balanced,state-budget,kirk-watson,lawyer,Texas,democrat,a speech.,101,14
valid,1581.json,barely-true,0,not_credible,bill white spent city billions dollars debt saw crime rates soar backed gun control,"bankruptcy,crime,guns",cathie-adams,"Chair, Republican Party of Texas",Texas,republican,a fund-raising letter,83,14
valid,11792.json,pants-fire,0,not_credible,blue cross blue shield cancelled individual health care policies state texas effective dec,"corrections-and-updates,health-care",ted-cruz,Senator,Texas,republican,a New Hampshire appearance,90,13
valid,12178.json,mostly-true,1,credible,recent reports state us customs border protection apprehended several members known islamist terrorist organizations crossing southern border recent years,"homeland-security,immigration,terrorism",ron-desantis,member of Congress,Florida,republican,a House Oversight Committee National Security Subcommittee hearing,154,19
valid,10827.json,true,1,credible,state budget include scholarship money minority students concession senate democrats supporting gopinitiated transportation bill,"jobs,state-budget,transportation",senate-democrats,minority party,,none,interviews,128,14
valid,7419.json,barely-true,0,not_credible,president flagrantly defies federal law ordering construction secure border fence along entire mexican border,immigration,wayne-lapierre,,,none,an op-ed for the Daily Caller,109,14
valid,4743.json,pants-fire,0,not_credible,corrupt political bosses money laundering fraud another day office vin gopal,"elections,message-machine-2012",new-jersey-republican-state-committee,Political Party,New Jersey,republican,a political advertisement,76,11
valid,13153.json,mostly-true,1,credible,people going deport good reason ended becoming citizens ended becoming citizens turns might dont even know,immigration,donald-trump,President-Elect,New York,republican,a presidential debate at Hofstra University,106,16
valid,5253.json,true,1,credible,says new york giants train new jersey play new jersey players live new jersey,sports,chris-christie,Governor of New Jersey,New Jersey,republican,an interview on “Meet the Press”,77,14
valid,13130.json,true,1,credible,chicago theyve thousands shootings thousands since jan thousands shootings,"crime,guns,public-safety",donald-trump,President-Elect,New York,republican,a Presidential debate,74,9
valid,8889.json,mostly-true,1,credible,union job youre making average week nonunion job youre making week,"jobs,workers",thomas-perez,Secretary of Labor,Maryland,democrat,"an interview on MSNBC's ""Morning Joe""",66,11
valid,12678.json,barely-true,0,not_credible,flood communities many guns easier teenager buy glock get hands computer even book,guns,barack-obama,President,Illinois,democrat,a speech at a memorial service in Dallas,82,13
valid,4858.json,true,1,credible,says mitt romney flipflopped taxpayer protection pledge,"message-machine-2012,taxes",democratic-national-committee,,,none,a campaign advertisement,55,7
valid,3842.json,barely-true,0,not_credible,gerry connolly fellow democrats went spending spree credit card maxed,"deficit,federal-budget",national-republican-congressional-committee,,,republican,an e-mail.,69,10
valid,7534.json,false,0,not_credible,united states percent social services provided catholic church,"poverty,religion",frank-keating,Former governor of Oklahoma,Oklahoma,republican,an appearance on NBC's 'Meet the Press',62,8
valid,12733.json,mostly-true,1,credible,sayshillary clinton wants increase number syrian refugees percent,immigration,newt-gingrich,"Co-host on CNN's ""Crossfire""",Georgia,republican,a speech at the Republican convention,65,8
valid,8300.json,barely-true,0,not_credible,weve used generally accepted accounting principles building last two years,"state-budget,state-finances,states",dale-kooyenga,State Representative,Wisconsin,republican,a legislative hearing,74,10
valid,10371.json,true,1,credible,western europeans fly united states without even visa,terrorism,michael-mccaul,congressman,Texas,republican,"an interview on CBS ""Face the Nation""",53,8
valid,6414.json,true,1,credible,ninety percent topsoil inadequate moisture grow crops,"agriculture,states,water,weather",john-kasich,"Governor of Ohio as of Jan. 10, 2011",Ohio,republican,an announcement at the Ohio State Fair,53,7
valid,9137.json,barely-true,0,not_credible,women us get percent less pay men exact work,women,jimmy-carter,,Georgia,democrat,Television interview ,44,9
valid,6018.json,false,0,not_credible,says gov scott walker made draconian cuts public safety budgets put police officers greater risk harm,"city-budget,city-government,crime,public-safety,state-budget,state-finances",tom-barrett,Mayor of Milwaukee,Wisconsin,democrat,a website alert,101,16
valid,5762.json,true,1,credible,arc tunnel project originally estimated billion new jersey alone hook overruns,transportation,jennifer-beck,,,republican,an interview on NJToday,78,11
valid,11957.json,pants-fire,0,not_credible,says philippines century ago gen john pershing took bullets dipped pigs blood shot muslim rebels th person said go back people tell happened years wasnt problem,"corrections-and-updates,history,military,religion,terrorism",donald-trump,President-Elect,New York,republican,"a rally in North Charleston, S.C.",160,26
valid,7559.json,false,0,not_credible,support gov john kasichs drilling tax plan,taxes,bill-batchelder,State representative,Ohio,republican,,42,7
valid,5211.json,mostly-true,1,credible,one five veterans aged cant find job support family ease transition civilian life,"economy,jobs,military,veterans",sherrod-brown,U.S. Senator,Ohio,democrat,a news release,81,13
valid,6799.json,false,0,not_credible,says public option considered health care law backed us senate candidate tammy baldwin wildly unpopular,"health-care,medicare,message-machine-2012,polls",us-chamber-commerce,,,none,a TV ad,103,15
valid,1519.json,true,1,credible,since reconciliation used times used republicans,"bipartisanship,health-care",harry-reid,Senate Democratic Leader,Nevada,democrat,the televised health care summit,48,6
valid,12509.json,mostly-true,1,credible,admit lifetime migrants middle east year,"foreign-policy,immigration",donald-trump,President-Elect,New York,republican,a statement after a terrorist attack in Orlando,40,6
valid,3349.json,barely-true,0,not_credible,weve seen local union local union rush school boards city councils technical school boards rush contracts past two weeks contributions pension contribution health care,"labor,state-budget",scott-walker,Milwaukee County Executive,Wisconsin,republican,an appearance on a TV interview program,167,24
valid,10902.json,false,0,not_credible,polls show foreign nations lower regard us obamas time,polls,gretchen-carlson,"co-anchor on ""Fox & Friends""",Minnesota,none,"a ""Gretchen's Take"" on The Real Story",54,9
valid,5029.json,true,1,credible,says ron paul doesnt believe marriage licenses,marriage,gail-collins,Columnist for the New York Times,New York,journalist,an oped column.,46,7
valid,2375.json,barely-true,0,not_credible,scott walker supported transportation bill hes attacking said time would save taxpayers money,"federal-budget,message-machine,transportation",mark-neumann,Developer and homebuilder,Wisconsin,republican,a campaign TV ad,93,13
valid,4991.json,barely-true,0,not_credible,country natural gas saudi arabia oil,"energy,environment",jon-huntsman,,Utah,republican,a Republican presidential primary debate,36,6
valid,957.json,false,0,not_credible,eighth grade math weve fallen ninth place,education,barack-obama,President,Illinois,democrat,a speech on education,41,7
valid,4662.json,mostly-true,1,credible,tenure governor wisconsins overall tax burden went,"state-budget,state-finances,taxes",tommy-thompson,,Wisconsin,republican,a campaign fundraising email,50,7
valid,4073.json,true,1,credible,rhode island spends percent per capita human service programs national average,"children,families,government-efficiency,health-care,medicaid,poverty,state-budget,state-finances,taxes",gary-sasse,,Rhode Island,newsmaker,an interview on 10 News Conference,78,11
valid,12766.json,false,0,not_credible,analysis showed bernie sanders would democratic nomination super delegates,elections,donald-trump,President-Elect,New York,republican,a tweet,74,9
valid,10127.json,mostly-true,1,credible,jason carter never passed bill tenure state senate,states,nathan-deal,,,republican,debate,50,8
valid,13209.json,barely-true,0,not_credible,says hillary clinton set aside environmental labor rules help south korean company record violating workers rights set amounts sweatshop haiti,"corrections-and-updates,environment,labor,workers",donald-trump,President-Elect,New York,republican,a speech in North Carolina,142,20
valid,6695.json,false,0,not_credible,says republican us rep sean duffy voted paying soldiers increasing combat pay voting protect pay,"congressional-rules,federal-budget,message-machine-2012,military",democratic-congressional-campaign-committee,,,democrat,a TV ad,96,15
valid,2686.json,false,0,not_credible,says robert hurt supports tax loopholes send american jobs overseas,"economy,jobs,message-machine,taxes",tom-perriello,lawyer,Virginia,democrat,a TV ad,67,10
valid,6731.json,false,0,not_credible,president went stimulusfueled spending binge stuck every american man woman child share trillion debt,"debt,federal-budget,stimulus",john-boehner,Speaker of the House of Representatives,Ohio,republican,a news release,101,14
valid,12196.json,mostly-true,1,credible,rules governing republican convention rules set,"elections,legal-issues,states",john-kasich,"Governor of Ohio as of Jan. 10, 2011",Ohio,republican,an interview,47,6
valid,464.json,pants-fire,0,not_credible,true name barak hussein muhammed obama,"candidates-biography,obama-birth-certificate",chain-email,,,none,,38,6
valid,12387.json,barely-true,0,not_credible,half homes california people speak language english homes,immigration,pat-buchanan,,,republican,an NPR interview,57,8
valid,5237.json,true,1,credible,says eliminated epa rule treated spilled milk like oil,"agriculture,environment,government-regulation",barack-obama,President,Illinois,democrat,the State of the Union address,54,9
valid,2591.json,false,0,not_credible,boyce gave lobbyists wife sensitive job treasurers office job boyce admitted made available mosque,"job-accomplishments,message-machine",josh-mandel,Ohio treasurer,Ohio,republican,a television campaign ad,98,14
valid,8585.json,mostly-true,1,credible,reason national debt defense spending driving longterm debt medicare social security programs,"debt,medicare,military,social-security",marco-rubio,U.S. Senator,Florida,republican,a speech at American Enterprise Institute,93,12
valid,7781.json,false,0,not_credible,people getting killed benghazi people willing risk lives go save somebody told stand,"military,terrorism",jason-chaffetz,,Utah,republican,an interview on Fox News,84,13
valid,8630.json,mostly-true,1,credible,even collective bargaining reforms wisconsin public employees still paying percent health insurance premiums state residents work private sector pay percent,"health-care,state-budget,state-finances,unions",scott-walker,Milwaukee County Executive,Wisconsin,republican,an interview,156,20
valid,10273.json,pants-fire,0,not_credible,law enforcement officers fallen line duty since bh obama took office special recognition white house,criminal-justice,facebook-posts,Social media posting,,none,a meme on social media,100,15
valid,10538.json,barely-true,0,not_credible,rhode island one worst states income equality,"economy,income,labor,poverty,unions",george-nee,President of the Rhode Island AFL-CIO,Rhode Island,labor-leader,testimony before R.I. House Labor Committee,45,7
valid,4100.json,false,0,not_credible,floridas proposed health care freedom act allow floridians opt obamas govt takeover healthcare,"health-care,legal-issues,states",mike-haridopolos,Florida Senate President,Florida,republican,a posting on Twitter,94,13
valid,1565.json,barely-true,0,not_credible,senate version health care reform bill allows taxpayer money pay directly abortion federal community health centers funded bill,"abortion,health-care",daniel-lipinski,Congressman,Illinois,democrat,a press release,127,18
valid,1019.json,true,1,credible,government spent lent committed trillion attempt blunt recession,"economy,stimulus",mark-sanford,Governor,South Carolina,republican,a commentary piece,64,8
valid,1846.json,mostly-true,1,credible,sixtyfour percent americans support arizona immigration law,"immigration,pundits",glenn-beck,,,none,commentary on his television show,59,7
valid,10481.json,true,1,credible,governors budget proposal reduces state austerity cut education million,education,alan-essig,"Executive Director, Georgia Budget & Policy Institute",Georgia,none,blog post,71,9
valid,7120.json,mostly-true,1,credible,says tax code effectively subsidizing marketing efforts fast food junk food companies much billion years,"children,health-care,public-health,taxes",dennis-kucinich,U.S. representative,Ohio,democrat,a news release,104,15
valid,2784.json,mostly-true,1,credible,milwaukee public schools provide cents employee benefits every dollar spends wages,education,bob-donovan,Member of Milwaukee Common Council,Wisconsin,none,a news release,82,11
valid,1730.json,pants-fire,0,not_credible,researched find anybody fox news ever said youre going jail dont buy health insurance nobodys ever said,"health-care,legal-issues,pundits",bill-oreilly,Fox News Channel host,,none,a segment on the Fox News show The O'Reilly Factor,103,17
valid,12882.json,barely-true,0,not_credible,catherine cortez mastos last term attorney general nevada murder went percent robbery went percent rape percent cortez masto left office nevada ranked americas third dangerous state,"candidates-biography,crime,criminal-justice",national-republican-senatorial-committee,,,republican,a television ad,181,26
valid,49.json,false,0,not_credible,zvisa offered senate bill let everybody whos illegally criminals stay rest lives,immigration,mitt-romney,Former governor,Massachusetts,republican,"a debate in Durham, N.H.",80,12
valid,13084.json,true,1,credible,says thatrepublican darryl glennhas described democrats evil said hes tired hearing republicans reaching across aisle,bipartisanship,michael-bennet,,Colorado,democrat,a Senate candidates debate,117,15
valid,7520.json,mostly-true,1,credible,taxes fees amount percent typical roundtrip domestic ticket thats higher taxes products like alcohol tobacco firearms,"government-regulation,homeland-security,taxes,transportation",gary-kelly,,,business-leader,a column,117,16
valid,11154.json,mostly-true,1,credible,stock market better democratic president white house,"economy,financial-regulation,history",hillary-clinton,Presidential candidate,New York,democrat,"a town hall in Nashua, N.H.",52,7
valid,12860.json,barely-true,0,not_credible,californias marijuana legalization initiative prop allows marijuana smoking ads prime time programs millions children teenage viewers,marijuana,dianne-feinstein,U.S. Senator,California,democrat,a No on Prop. 64 campaign press release. ,133,16
valid,2899.json,barely-true,0,not_credible,jim doyle democrats rushed budget repair bill billions tax increases held public hearings,"state-budget,taxes",jeff-fitzgerald,Incoming speaker of state Assembly,Wisconsin,republican,a news release,89,13
valid,6127.json,false,0,not_credible,says gov chris christies proposed budget biggest spending budget history state new jersey largest nation point time,"state-budget,states",vincent-prieto,,,democrat,an interview on My9 News' “New Jersey Now”,115,17
valid,8883.json,pants-fire,0,not_credible,says president barackobama issued upwards executive orders modern president,"government-regulation,history",chain-email,,,none,a chain email forwarded by readers,75,9
valid,6213.json,mostly-true,1,credible,says state sen paul sarlo said february njtv tax increases budget voted night senate budget committee raise income taxes million,"state-budget,taxes",chris-christie,Governor of New Jersey,New Jersey,republican,a video posted on YouTube,128,20
valid,50.json,barely-true,0,not_credible,countries allow gay marriage rates heterosexual marriage plummeted counties northern europe percent firstborn children born wedlock,"families,gays-and-lesbians",sam-brownback,U.S. senator,Kansas,republican,"a debate in Durham, N.H.",131,16
valid,8586.json,mostly-true,1,credible,poll percent young republican voters age said would describe climate change denier ignorant touch crazy,"bipartisanship,cap-and-trade,climate-change,environment,market-regulation,science",sheldon-whitehouse,U.S. Senator,Rhode Island,democrat,a speech on the floor of the U.S. Senate,103,15
valid,7341.json,true,1,credible,says outofstate abortion clinics marketed services minors states parental consent laws,abortion,rob-portman,U.S. senator from Ohio,Ohio,republican,a news release,86,11
valid,13499.json,barely-true,0,not_credible,president obamas american recovery reinvestment act fancy name almost trilliondollar spending bill arra supposed fix crumbling roads bridges absolutely nothing show,"federal-budget,infrastructure,stimulus",eric-bolling,"Co-host on Fox News Channel's ""The Five""",,none,a commentary on Fox News,164,21
valid,8378.json,mostly-true,1,credible,louie gohmert texas compared current generalincharge egypt george washington,"foreign-policy,history,pundits",gail-collins,Columnist for the New York Times,New York,journalist,her oped column,76,9
valid,10059.json,mostly-true,1,credible,florida taken stimulus would led firing teachers,"economy,education,stimulus",charlie-crist,,Florida,democrat,a gubernatorial debate,48,7
valid,13454.json,false,0,not_credible,says kkk marched mebane nc trumps victory,"civil-rights,states,terrorism",viral-image,,,none,a post-election Tweet,41,7
valid,1380.json,mostly-true,1,credible,illegal immigrants currently occupy million jobs,"economy,immigration",lamar-smith,Congressman,Texas,republican,in a press release,48,6
valid,9964.json,pants-fire,0,not_credible,michelle nunns plan says funded organizations linked terrorists,"elections,job-accomplishments,terrorism",david-perdue,U.S. Senate candidate,Georgia,republican,In a television ad,63,8
valid,12370.json,mostly-true,1,credible,university texas undergraduate student debt less probably one lowest debts across nation,"debt,education",bill-mcraven,"Chancellor, University of Texas System",Texas,none,addressing the Texas Higher Education Coordinating Board,88,12
valid,3929.json,mostly-true,1,credible,recent report premiums medicare payroll withholdings paying half program financially solvent,"federal-budget,medicare",tim-pawlenty,,,republican,a debate in New Hampshire,92,11
valid,12394.json,mostly-true,1,credible,closing states wage gap would make billion difference missouri women,"jobs,women,workers",chris-koster,Attorney general of Missouri,Missouri,democrat,a tweet,68,10
valid,13258.json,barely-true,0,not_credible,look worldwide number terrorist incidents substantially increased,"homeland-security,terrorism",barack-obama,President,Illinois,democrat,a CNN town hall,65,7
valid,7132.json,false,0,not_credible,national studies already showing negative effects health care law businesses economy businesses across country raising prices cutting jobs result added cost,"economy,health-care,jobs,workers",pam-bondi,,Florida,republican,remarks to the Florida Chamber of Commerce,156,21
valid,12450.json,barely-true,0,not_credible,says human rights campaign secretly funded,"campaign-finance,corrections-and-updates,gays-and-lesbians,sexuality,transparency",pat-mccrory,Governor of North Carolina,North Carolina,republican,a radio interview on Charlotte's WBT,42,6
valid,10625.json,mostly-true,1,credible,stock market almost tripled since april,"economy,financial-regulation",jim-webb,writer,Virginia,democrat,"an interview on ABC's ""This Week""",39,6
valid,1601.json,false,0,not_credible,kay bailey hutchison elected state treasurer succeeding ann richards democrats abolished position hutchison later became us senator,"elections,government-efficiency",karl-rove,,Texas,republican,his autobiography,131,17
valid,2835.json,false,0,not_credible,first meeting university wisconsin system officials republican governor elect scott walker told prepare cuts,"education,state-budget",one-wisconsin-now,,Wisconsin,organization,a news release ,108,14
valid,7743.json,false,0,not_credible,never gone year virginia ever without passing budget ever,state-budget,ken-cuccinelli,Attorney General,Virginia,republican,a speech.,57,9
valid,11482.json,false,0,not_credible,says percent gunsales virginia subject background checks,guns,thomas-norment-jr,"Minority leader, Virginia Senate",Virginia,republican,a debate.,56,7
valid,7601.json,true,1,credible,says percent americans percent national rifle association members support background checks gun purchasers,"guns,market-regulation",lee-leffingwell,Austin mayor,Texas,democrat,a press conference.,106,13
valid,12995.json,barely-true,0,not_credible,illegal immigration costs country billion year,immigration,donald-trump,President-Elect,New York,republican,a speech in Arizona,46,6
valid,1109.json,pants-fire,0,not_credible,health care bill health choices commissioner decide health benefits choice none,"health-care,market-regulation",chain-email,,,none,a chain e-mail,79,11
valid,1147.json,false,0,not_credible,percent americans want public health care option,health-care,progressive-change-campaign-committee,,,none,their Web site,48,7
valid,8636.json,true,1,credible,present spending levels citizens new york greater local debt burden texans,"city-government,county-government,debt",debra-medina,Businesswoman,Texas,republican,a press release,74,11
valid,3752.json,mostly-true,1,credible,says texas board nursing backlog complaints nurses many sexual assaults malfeasance,"crime,health-care,market-regulation",john-whitmire,Texas state senator,Texas,democrat,remarks on the Senate floor,83,11
valid,9176.json,pants-fire,0,not_credible,says bruce braley took tens thousands friends health insurance industry gave special favors voting obamacare,"campaign-finance,health-care",freedom-partners,Advocacy group,Virginia,none,a campaign ad,108,15
valid,6801.json,barely-true,0,not_credible,bob menendez actually voted favor higher taxes times,taxes,joseph-kyrillos,State Senator,New Jersey,republican,an online news release,52,8
valid,483.json,mostly-true,1,credible,obama voted funding nations veterans troops field time war,military,john-mccain,U.S. senator,Arizona,republican,a statement by a spokesman,58,9
valid,10155.json,barely-true,0,not_credible,spent million deal sealevel rise miami area hundreds millions dollars deal coral reefs,"climate-change,water",rick-scott,Governor,Florida,republican,a CNN debate,86,13
valid,1415.json,false,0,not_credible,house health care bill provides free abortion services probably forced participation abortions members medical profession,"abortion,health-care,immigration",chain-email,,,none,a chain e-mail,121,15
valid,10301.json,false,0,not_credible,good data showing secondhand smoke kills people,"public-health,science",john-stossel,Fox Business host,,libertarian,"an interview on ""Fox and Friends""",47,7
valid,8884.json,mostly-true,1,credible,says bill oreilly spoke percent words interview president barack obama,pundits,dana-milbank,Columnist for the Washington Post,"Washington, D.C.",none,"a broadcast of MSNBC's ""Politics Nation""",70,10
valid,1212.json,true,1,credible,nowviral video impressionable youngsters public school new jersey instructed sing praises barack hussein obama,education,michael-steele,chairman of the Republican National Committee,Maryland,republican,a blast e-mail from Republican National Committee,110,14
valid,208.json,true,1,credible,mikehuckabeecom gets hits virtually presidential candidate,elections,mike-huckabee,author,Arkansas,republican,interview on Fox News,58,6
valid,10605.json,barely-true,0,not_credible,iranian parliament get say yes deal think united states congress exact input process,"foreign-policy,nuclear",ron-johnson,,Wisconsin,republican,an interview on 'Fox News Sunday',84,13
valid,4834.json,true,1,credible,says apple ceo steve jobs told president obama company moved factories china needed engineers,"foreign-policy,government-regulation,immigration,jobs",michele-bachmann,Congresswoman,Minnesota,republican,a Republican debate in Washington,93,14
valid,913.json,false,0,not_credible,says congressional budget office report spending house democrats economic stimulus concluded stimulus wont help economy grow,"economy,stimulus",eric-cantor,House Majority Leader,Virginia,republican,an interview on the Fox News Channel.,124,16
valid,3043.json,pants-fire,0,not_credible,members congress families staff exempt repaying student loans,"congressional-rules,education",chain-email,,,none,a chain e-mail,61,8
valid,10597.json,barely-true,0,not_credible,us military involvement libya allowed thousands surfacetoair missiles fall hands radical islamists,"military,terrorism",rand-paul,Candidate for U.S. Senate and physician,Kentucky,republican,a speech at CPAC,98,12
valid,9010.json,barely-true,0,not_credible,marijuana contains percent carcinogenic hydrocarbons tobacco,drugs,michael-cerullo,,Rhode Island,none,a newspaper commentary,60,6
valid,4184.json,false,0,not_credible,us wont default default means dont pay creditors takes percent money thats coming right pay interest bondholders,"deficit,economy",tom-price,Congressman,Georgia,republican,"an interview on CNN's ""State of the Union with Candy Crowley""",112,17
valid,3761.json,false,0,not_credible,first year obama administration jobs created private sector eight years bush administration,"economy,history",nancy-pelosi,House Minority Leader,California,democrat,an interview with Bloomberg television,91,12
valid,3264.json,mostly-true,1,credible,austin ive got halfadozen schools list closed one presented federal blueribbon award excellence several hundred school personnel list possible terminations,education,lloyd-doggett,Texas congressman in the U.S. Houst of Representatives,Texas,democrat,comment quoted in a column.,155,20
valid,11330.json,mostly-true,1,credible,carly fiorina says hewlettpackard revenues went thats bought compaq terrible deal,"candidates-biography,job-accomplishments,technology",donald-trump,President-Elect,New York,republican,the second GOP primary debate,81,11
valid,13087.json,true,1,credible,latinos percent countrys population hold percent wealth,"diversity,economy,families,income,population,poverty",hillary-clinton,Presidential candidate,New York,democrat,a speech,55,7
valid,12595.json,false,0,not_credible,says hillary clinton filibustered legislation reform fannie mae freddie mac,"candidates-biography,housing",donald-trump,President-Elect,New York,republican,a campaign statement,75,10
valid,331.json,barely-true,0,not_credible,hillary clinton agrees john mccain embracing bushcheney policy talking leaders dont like,foreign-policy,barack-obama,President,Illinois,democrat,Denver,88,12
valid,5238.json,mostly-true,1,credible,right american oil production highest eight years,energy,barack-obama,President,Illinois,democrat,the State of the Union address,49,7
valid,8846.json,true,1,credible,every four minutes another american home business goes solar,energy,barack-obama,President,Illinois,democrat,State of the Union speech,60,9
valid,4376.json,true,1,credible,says ron paul insisted fema shut,"federal-budget,public-safety,weather",maureen-dowd,Columnist for the New York Times,New York,none,an oped column.,32,6
valid,6943.json,mostly-true,1,credible,says barack obama pension investments include chinese firms investments caymans trust,"china,debates,pensions,taxes",mitt-romney,Former governor,Massachusetts,republican,debate comments,85,11
